default,housing,loan,pdays,job,marital,education,contact,poutcome,age,balance,day,month,duration,campaign,previous,y
0,1,0,0,technician,single,secondary,unknown,unknown,37,779,28,5,85,1,0,0
0,1,0,0,blue-collar,married,secondary,unknown,unknown,49,579,28,5,396,1,0,0
0,1,0,0,technician,single,tertiary,unknown,unknown,30,0,28,5,58,1,0,0
0,0,0,0,blue-collar,married,secondary,unknown,unknown,24,0,28,5,94,1,0,0
0,0,0,0,blue-collar,divorced,secondary,unknown,unknown,39,412,28,5,210,1,0,0
0,1,0,0,self-employed,married,tertiary,unknown,unknown,36,15,28,5,64,4,0,0
0,1,0,0,services,single,secondary,unknown,unknown,24,1611,28,5,418,1,0,0
0,1,0,0,blue-collar,single,secondary,unknown,unknown,29,-15,28,5,140,1,0,0
0,0,0,0,technician,divorced,secondary,unknown,unknown,53,45,28,5,171,6,0,0
0,1,0,0,admin.,single,secondary,unknown,unknown,46,-136,28,5,223,1,0,0
0,1,0,0,blue-collar,single,secondary,unknown,unknown,28,1849,28,5,204,1,0,0
0,1,0,0,services,married,secondary,unknown,unknown,35,1453,28,5,199,1,0,0
0,1,0,0,admin.,single,secondary,unknown,unknown,29,1450,28,5,195,1,0,0
0,1,1,0,technician,married,tertiary,unknown,unknown,33,525,28,5,139,1,0,0
0,1,0,0,services,single,secondary,unknown,unknown,32,284,28,5,63,2,0,0
0,1,0,0,services,single,secondary,unknown,unknown,27,54,28,5,543,2,0,1
0,1,0,0,blue-collar,single,secondary,unknown,unknown,34,-108,28,5,290,1,0,0
0,1,0,0,blue-collar,married,secondary,unknown,unknown,31,298,28,5,154,3,0,0
0,1,0,0,admin.,divorced,secondary,unknown,unknown,41,-365,28,5,226,10,0,0
0,1,0,0,admin.,single,secondary,unknown,unknown,30,-1,28,5,141,1,0,0
0,1,1,0,blue-collar,married,primary,unknown,unknown,29,1101,28,5,165,1,0,0
0,1,0,0,technician,married,secondary,unknown,unknown,38,133,28,5,156,1,0,0
0,0,0,0,blue-collar,single,secondary,unknown,unknown,33,855,28,5,99,5,0,0
0,1,0,0,technician,single,secondary,unknown,unknown,27,2430,28,5,297,1,0,0
0,1,0,0,management,divorced,tertiary,unknown,unknown,49,169,28,5,174,1,0,0
0,1,0,0,blue-collar,married,primary,unknown,unknown,24,933,28,5,62,3,0,0
0,1,0,0,blue-collar,single,secondary,unknown,unknown,27,2364,28,5,221,1,0,0
0,1,1,0,admin.,married,secondary,unknown,unknown,31,728,28,5,104,4,0,0
0,1,0,0,blue-collar,married,secondary,unknown,unknown,42,1468,28,5,136,1,0,0
0,1,0,0,admin.,married,secondary,unknown,unknown,42,214,28,5,21,24,0,0
0,1,1,0,blue-collar,married,secondary,unknown,unknown,22,391,28,5,72,18,0,0
0,1,0,0,technician,married,secondary,unknown,unknown,54,1865,28,5,125,2,0,0
0,1,0,0,blue-collar,single,unknown,unknown,unknown,28,448,28,5,307,1,0,0
0,1,0,0,management,married,tertiary,unknown,unknown,40,-130,28,5,154,2,0,0
0,1,0,0,admin.,single,secondary,unknown,unknown,48,1150,28,5,357,1,0,0
0,1,1,0,admin.,married,secondary,unknown,unknown,46,-363,28,5,236,1,0,0
0,1,0,0,blue-collar,divorced,secondary,unknown,unknown,42,1820,28,5,202,2,0,0
0,1,0,0,blue-collar,married,primary,unknown,unknown,39,2862,28,5,227,2,0,0
0,1,0,0,management,married,tertiary,unknown,unknown,29,4050,28,5,166,1,0,0
1,1,0,0,admin.,married,secondary,unknown,unknown,40,-279,28,5,143,2,0,0
0,1,0,0,blue-collar,married,secondary,unknown,unknown,35,1388,28,5,119,5,0,0
0,1,0,0,technician,divorced,secondary,unknown,unknown,38,-478,28,5,154,1,0,0
0,1,0,0,self-employed,married,tertiary,unknown,unknown,33,-103,28,5,268,1,0,0
0,1,0,0,blue-collar,single,primary,unknown,unknown,31,-443,28,5,507,1,0,0
0,1,0,0,blue-collar,divorced,unknown,unknown,unknown,28,101,28,5,126,4,0,0
0,1,0,0,technician,divorced,secondary,unknown,unknown,30,2262,28,5,102,2,0,0
0,1,0,0,blue-collar,married,secondary,unknown,unknown,42,54,28,5,268,1,0,0
0,1,0,0,blue-collar,single,secondary,unknown,unknown,28,0,28,5,386,1,0,0
0,0,0,0,technician,married,secondary,unknown,unknown,43,50,28,5,63,1,0,0
0,1,0,0,services,single,secondary,unknown,unknown,28,40,28,5,313,2,0,0
0,1,0,0,services,married,secondary,unknown,unknown,29,308,28,5,75,1,0,0
0,1,0,0,blue-collar,married,secondary,unknown,unknown,36,21,28,5,89,1,0,0
0,1,0,0,blue-collar,single,secondary,unknown,unknown,25,1966,28,5,209,1,0,0
0,0,0,0,blue-collar,single,secondary,unknown,unknown,28,1,28,5,181,1,0,0
0,1,0,0,retired,divorced,secondary,unknown,unknown,61,1857,28,5,173,4,0,0
0,1,0,0,admin.,single,secondary,unknown,unknown,32,-648,28,5,439,2,0,0
0,1,0,0,management,married,tertiary,unknown,unknown,29,168,28,5,119,1,0,0
0,1,0,0,technician,married,secondary,unknown,unknown,26,876,28,5,713,1,0,0
0,1,0,0,blue-collar,single,primary,unknown,unknown,29,80,28,5,678,1,0,0
0,1,0,0,services,married,primary,unknown,unknown,30,-286,28,5,202,1,0,0
0,1,0,0,blue-collar,married,unknown,unknown,unknown,46,-619,28,5,96,1,0,0
0,1,1,0,blue-collar,single,primary,unknown,unknown,53,-137,28,5,72,1,0,0
0,1,0,0,blue-collar,married,primary,unknown,unknown,28,115,28,5,78,4,0,0
0,1,0,0,technician,married,secondary,unknown,unknown,27,58,28,5,82,1,0,0
0,1,0,0,blue-collar,single,secondary,unknown,unknown,27,1401,28,5,392,1,0,0
0,1,1,0,services,single,secondary,unknown,unknown,25,55,28,5,217,1,0,0
0,1,1,0,technician,divorced,secondary,unknown,unknown,38,1333,28,5,188,1,0,0
0,1,0,0,blue-collar,divorced,secondary,unknown,unknown,40,-90,28,5,130,1,0,0
0,1,0,0,services,single,secondary,unknown,unknown,27,3791,28,5,231,1,0,0
0,1,0,0,blue-collar,married,primary,unknown,unknown,50,490,28,5,151,3,0,0
0,1,0,0,blue-collar,married,secondary,unknown,unknown,47,480,28,5,211,2,0,0
0,1,0,0,blue-collar,married,primary,unknown,unknown,60,228,28,5,249,11,0,0
0,1,0,0,blue-collar,married,unknown,unknown,unknown,45,-320,28,5,204,3,0,0
0,1,1,0,self-employed,single,secondary,unknown,unknown,29,3672,28,5,1210,1,0,0
0,1,0,0,unemployed,married,secondary,unknown,unknown,32,-160,28,5,27,1,0,0
0,1,0,0,blue-collar,single,secondary,unknown,unknown,25,207,28,5,680,1,0,0
0,1,0,0,blue-collar,married,secondary,unknown,unknown,28,916,28,5,206,1,0,0
0,1,0,0,student,single,unknown,unknown,unknown,24,3298,28,5,227,1,0,0
0,1,0,0,services,married,secondary,unknown,unknown,34,1182,28,5,124,1,0,0
0,1,1,0,blue-collar,married,primary,unknown,unknown,50,1203,28,5,66,7,0,0
0,1,1,0,admin.,married,secondary,unknown,unknown,44,72,28,5,821,2,0,0
0,1,0,0,blue-collar,married,secondary,unknown,unknown,29,1171,28,5,565,2,0,0
0,1,0,0,admin.,married,secondary,unknown,unknown,29,36,28,5,126,1,0,0
0,1,0,0,self-employed,single,secondary,unknown,unknown,25,1242,28,5,615,2,0,1
0,0,0,0,entrepreneur,married,secondary,unknown,unknown,44,-20,28,5,167,3,0,0
0,1,0,0,blue-collar,married,secondary,unknown,unknown,52,310,28,5,211,4,0,0
0,1,0,0,technician,married,secondary,unknown,unknown,47,970,28,5,742,3,0,0
0,1,0,0,technician,married,secondary,unknown,unknown,35,194,28,5,134,1,0,0
0,1,0,0,blue-collar,single,secondary,unknown,unknown,28,6307,28,5,615,1,0,0
0,1,0,0,management,married,tertiary,unknown,unknown,32,514,28,5,497,2,0,0
0,1,0,0,admin.,single,tertiary,unknown,unknown,26,-164,28,5,69,2,0,0
0,0,0,0,management,married,primary,unknown,unknown,57,1566,28,5,105,4,0,0
0,1,0,0,services,divorced,secondary,unknown,unknown,53,-905,28,5,213,1,0,0
0,1,0,0,services,married,tertiary,unknown,unknown,29,6,28,5,143,2,0,0
0,1,1,0,blue-collar,single,secondary,unknown,unknown,24,674,28,5,294,1,0,0
0,1,0,0,blue-collar,single,primary,unknown,unknown,26,230,28,5,289,1,0,0
0,1,0,0,management,married,tertiary,unknown,unknown,29,715,28,5,461,1,0,0
0,1,1,0,technician,married,secondary,unknown,unknown,42,-1310,28,5,162,1,0,0
0,1,1,0,technician,married,secondary,unknown,unknown,36,1731,28,5,207,1,0,0
0,1,0,0,technician,single,secondary,unknown,unknown,26,150,28,5,216,1,0,0
0,1,0,0,technician,single,secondary,unknown,unknown,24,288,28,5,185,1,0,0
0,1,0,0,management,single,tertiary,unknown,unknown,29,-158,28,5,399,1,0,0
0,1,1,0,technician,single,secondary,unknown,unknown,51,511,28,5,67,2,0,0
0,1,0,0,blue-collar,single,secondary,unknown,unknown,31,1686,28,5,85,2,0,0
0,1,0,0,management,single,tertiary,unknown,unknown,29,5980,28,5,317,1,0,0
0,1,0,0,management,married,secondary,unknown,unknown,28,292,28,5,507,1,0,1
0,1,0,0,services,single,secondary,unknown,unknown,23,665,28,5,1183,1,0,1
0,1,0,0,blue-collar,single,secondary,unknown,unknown,26,396,28,5,302,1,0,0
0,1,0,0,technician,married,secondary,unknown,unknown,42,570,28,5,344,2,0,0
0,1,1,0,admin.,divorced,secondary,unknown,unknown,40,-541,28,5,270,4,0,0
0,0,0,0,blue-collar,married,secondary,unknown,unknown,28,17,28,5,8,4,0,0
0,1,0,0,student,single,secondary,unknown,unknown,27,16173,28,5,489,1,0,0
0,1,0,0,admin.,married,secondary,unknown,unknown,25,894,28,5,328,1,0,0
1,1,0,0,technician,single,secondary,unknown,unknown,29,-397,28,5,114,1,0,0
0,1,0,0,blue-collar,single,primary,unknown,unknown,29,231,28,5,122,1,0,0
0,1,0,0,services,single,secondary,unknown,unknown,28,281,28,5,201,1,0,0
0,1,1,0,management,single,tertiary,unknown,unknown,29,112,28,5,117,2,0,0
0,1,1,0,services,single,secondary,unknown,unknown,24,53,28,5,226,1,0,0
0,1,0,0,admin.,single,secondary,unknown,unknown,26,677,28,5,93,1,0,0
0,1,0,0,admin.,single,secondary,unknown,unknown,32,294,28,5,97,2,0,0
0,1,1,0,services,single,tertiary,unknown,unknown,26,1624,28,5,438,1,0,0
0,1,0,0,technician,single,primary,unknown,unknown,31,449,28,5,174,1,0,0
0,0,0,0,management,single,tertiary,unknown,unknown,28,1069,28,5,675,1,0,0
0,1,1,0,entrepreneur,married,primary,unknown,unknown,52,8298,28,5,123,18,0,0
0,1,1,0,technician,married,secondary,unknown,unknown,27,1577,28,5,266,2,0,0
0,1,1,0,blue-collar,married,secondary,unknown,unknown,38,-579,28,5,195,2,0,0
0,1,0,0,technician,single,tertiary,unknown,unknown,35,59,28,5,145,3,0,0
0,1,0,0,technician,single,secondary,unknown,unknown,38,12,28,5,150,2,0,0
0,1,0,0,blue-collar,divorced,secondary,unknown,unknown,46,1815,28,5,232,4,0,0
0,1,0,0,management,married,tertiary,unknown,unknown,32,4307,28,5,91,3,0,0
0,1,1,0,blue-collar,married,unknown,unknown,unknown,39,638,28,5,83,2,0,0
0,1,0,0,admin.,married,secondary,unknown,unknown,29,-526,28,5,314,2,0,0
0,1,1,0,blue-collar,single,secondary,unknown,unknown,27,294,28,5,694,2,0,1
0,1,0,0,services,single,secondary,unknown,unknown,28,2954,28,5,149,2,0,0
0,1,0,0,blue-collar,married,secondary,unknown,unknown,47,578,28,5,146,1,0,0
0,1,0,0,technician,married,unknown,unknown,unknown,27,811,28,5,591,2,0,0
0,1,0,0,blue-collar,married,secondary,unknown,unknown,33,7063,28,5,116,9,0,0
0,1,0,0,management,single,tertiary,unknown,unknown,30,5288,28,5,288,3,0,0
0,1,0,0,blue-collar,married,secondary,unknown,unknown,33,580,28,5,36,1,0,0
0,0,0,0,management,married,tertiary,unknown,unknown,40,384,28,5,191,2,0,0
0,1,0,0,technician,married,secondary,unknown,unknown,38,61,28,5,97,1,0,0
0,1,0,0,admin.,single,secondary,unknown,unknown,32,642,28,5,71,2,0,0
0,1,0,0,blue-collar,married,secondary,unknown,unknown,36,79,28,5,275,2,0,0
0,1,0,0,services,married,secondary,unknown,unknown,30,586,28,5,187,4,0,0
0,1,1,0,entrepreneur,married,secondary,unknown,unknown,38,61,28,5,170,5,0,0
0,1,0,0,services,single,secondary,unknown,unknown,25,3217,28,5,24,1,0,0
0,1,0,0,blue-collar,married,secondary,unknown,unknown,28,1020,28,5,251,1,0,0
0,1,0,0,blue-collar,married,primary,unknown,unknown,55,-317,28,5,152,1,0,0
0,1,0,0,management,married,tertiary,unknown,unknown,57,-22,28,5,463,1,0,0
0,1,0,0,blue-collar,divorced,primary,unknown,unknown,31,158,28,5,157,1,0,0
0,1,0,0,services,married,secondary,unknown,unknown,31,-327,28,5,408,1,0,0
0,1,1,0,technician,single,tertiary,unknown,unknown,38,218,28,5,74,2,0,0
0,1,1,0,technician,single,tertiary,unknown,unknown,28,183,28,5,62,2,0,0
0,1,0,0,technician,single,tertiary,unknown,unknown,23,1129,28,5,806,1,0,1
0,1,0,0,blue-collar,married,secondary,unknown,unknown,45,554,28,5,179,2,0,0
0,0,0,0,technician,married,secondary,unknown,unknown,46,57,28,5,796,1,0,1
0,0,1,0,management,married,secondary,unknown,unknown,40,-240,28,5,160,3,0,0
0,1,0,0,services,married,secondary,unknown,unknown,29,11417,28,5,272,2,0,0
0,1,0,0,admin.,married,primary,unknown,unknown,30,-171,28,5,125,2,0,0
0,1,0,0,admin.,single,secondary,unknown,unknown,31,-449,28,5,81,2,0,0
0,1,0,0,retired,married,unknown,unknown,unknown,56,228,28,5,296,1,0,0
0,1,0,0,unemployed,single,secondary,unknown,unknown,39,-53,28,5,189,3,0,0
0,0,0,0,admin.,single,unknown,unknown,unknown,29,175,28,5,597,3,0,0
0,1,1,0,technician,married,secondary,unknown,unknown,44,1196,28,5,61,1,0,0
0,1,0,0,admin.,single,secondary,unknown,unknown,28,419,28,5,158,2,0,0
0,0,0,0,management,single,tertiary,unknown,unknown,26,2692,28,5,159,2,0,0
0,1,0,0,blue-collar,single,unknown,unknown,unknown,41,2835,28,5,53,1,0,0
0,1,0,0,services,single,secondary,unknown,unknown,31,-779,28,5,198,2,0,0
0,1,0,0,admin.,married,tertiary,unknown,unknown,29,26,28,5,45,1,0,0
0,1,0,0,blue-collar,married,secondary,unknown,unknown,33,-112,28,5,132,1,0,0
0,1,0,0,student,single,unknown,unknown,unknown,23,854,28,5,664,2,0,1
0,0,0,0,admin.,married,secondary,unknown,unknown,50,3636,28,5,290,1,0,0
0,1,0,0,services,single,secondary,unknown,unknown,27,9636,28,5,184,2,0,0
0,1,0,0,blue-collar,married,primary,unknown,unknown,45,446,28,5,51,1,0,0
0,1,0,0,self-employed,divorced,tertiary,unknown,unknown,50,59,28,5,67,2,0,0
0,1,0,0,blue-collar,single,secondary,unknown,unknown,41,1621,28,5,119,1,0,0
0,1,0,0,management,married,tertiary,unknown,unknown,44,0,28,5,260,1,0,0
0,1,0,0,retired,married,primary,unknown,unknown,56,-299,28,5,68,1,0,0
0,1,0,0,unemployed,married,primary,unknown,unknown,26,70,28,5,99,2,0,0
1,0,0,0,admin.,single,secondary,unknown,unknown,34,7,28,5,285,2,0,0
0,1,0,0,blue-collar,single,secondary,unknown,unknown,33,-366,28,5,81,4,0,0
0,1,1,0,blue-collar,married,primary,unknown,unknown,30,-518,28,5,244,6,0,0
0,1,0,0,management,married,secondary,unknown,unknown,47,490,28,5,227,1,0,0
0,1,0,0,admin.,married,secondary,unknown,unknown,26,714,28,5,183,1,0,0
0,1,0,0,blue-collar,married,primary,unknown,unknown,26,3529,28,5,100,2,0,0
0,1,0,0,technician,married,secondary,unknown,unknown,51,98,28,5,228,2,0,0
0,1,1,0,retired,married,tertiary,unknown,unknown,57,0,28,5,648,1,0,1
0,1,0,0,blue-collar,married,secondary,unknown,unknown,33,529,28,5,198,3,0,0
0,1,0,0,blue-collar,single,secondary,unknown,unknown,30,397,28,5,536,7,0,0
0,1,0,0,unemployed,married,primary,unknown,unknown,40,557,28,5,173,1,0,0
0,1,0,0,blue-collar,married,secondary,unknown,unknown,53,314,28,5,184,2,0,0
0,1,0,0,services,single,secondary,unknown,unknown,27,1636,28,5,282,2,0,0
0,1,0,0,blue-collar,married,primary,unknown,unknown,57,1502,28,5,269,2,0,0
1,1,0,0,management,married,tertiary,unknown,unknown,45,-1655,28,5,333,2,0,0
0,0,0,0,management,married,tertiary,unknown,unknown,36,428,28,5,121,1,0,0
0,1,0,0,blue-collar,married,primary,unknown,unknown,39,7304,28,5,216,1,0,0
0,1,0,0,technician,single,secondary,unknown,unknown,28,1536,28,5,347,2,0,0
0,0,0,0,technician,married,secondary,unknown,unknown,34,1246,28,5,88,3,0,0
0,1,1,0,technician,married,secondary,unknown,unknown,29,344,28,5,279,2,0,0
0,1,0,0,technician,married,secondary,unknown,unknown,51,271,28,5,294,3,0,0
0,1,0,0,management,single,secondary,unknown,unknown,29,293,28,5,188,2,0,0
0,1,0,0,admin.,single,secondary,unknown,unknown,32,562,28,5,116,6,0,0
0,0,0,0,management,single,secondary,unknown,unknown,36,302,28,5,60,6,0,0
0,1,1,0,technician,married,secondary,unknown,unknown,50,-568,28,5,860,2,0,0
0,1,0,0,management,married,tertiary,unknown,unknown,42,479,28,5,217,2,0,0
0,1,0,0,services,divorced,secondary,unknown,unknown,29,1336,28,5,298,5,0,0
0,1,0,0,management,single,tertiary,unknown,unknown,34,1058,28,5,864,2,0,1
0,1,0,0,technician,divorced,tertiary,unknown,unknown,33,839,28,5,469,3,0,0
0,1,0,0,technician,single,secondary,unknown,unknown,29,22008,28,5,139,2,0,0
0,1,0,0,blue-collar,married,secondary,unknown,unknown,44,-73,28,5,80,9,0,0
0,1,0,0,entrepreneur,single,primary,unknown,unknown,25,-65,28,5,129,2,0,0
0,1,0,0,blue-collar,married,unknown,unknown,unknown,26,407,28,5,346,2,0,0
0,1,0,0,management,married,tertiary,unknown,unknown,53,490,28,5,103,2,0,0
0,1,1,0,blue-collar,married,secondary,unknown,unknown,45,156,28,5,47,1,0,0
0,0,0,0,management,married,tertiary,unknown,unknown,37,655,28,5,244,3,0,0
1,1,0,0,blue-collar,married,secondary,unknown,unknown,43,-504,28,5,136,1,0,0
0,1,0,0,self-employed,married,secondary,unknown,unknown,38,279,28,5,110,5,0,0
1,1,0,0,admin.,married,unknown,unknown,unknown,31,-310,28,5,433,3,0,0
0,1,0,0,services,married,secondary,unknown,unknown,38,-314,28,5,66,2,0,0
0,1,0,0,services,single,tertiary,unknown,unknown,32,-233,28,5,140,2,0,0
0,1,0,0,blue-collar,single,secondary,unknown,unknown,24,327,28,5,333,2,0,0
0,1,0,0,admin.,single,secondary,unknown,unknown,34,1103,28,5,89,1,0,0
0,1,0,0,management,married,secondary,unknown,unknown,43,373,28,5,54,1,0,0
0,1,0,0,technician,married,secondary,unknown,unknown,40,-312,28,5,198,1,0,0
0,1,1,0,retired,married,secondary,unknown,unknown,55,2193,28,5,72,3,0,0
0,1,0,0,services,married,secondary,unknown,unknown,34,24,28,5,124,1,0,0
0,1,1,0,blue-collar,divorced,secondary,unknown,unknown,35,105,28,5,118,1,0,0
0,1,1,0,technician,married,secondary,unknown,unknown,59,0,28,5,109,1,0,0
0,1,0,0,admin.,single,secondary,unknown,unknown,50,330,28,5,24,1,0,0
0,1,1,0,blue-collar,married,secondary,unknown,unknown,55,284,28,5,157,3,0,0
0,1,0,0,admin.,married,secondary,unknown,unknown,29,445,28,5,489,2,0,0
0,1,0,0,services,married,secondary,unknown,unknown,32,172,28,5,84,3,0,0
0,1,0,0,management,single,tertiary,unknown,unknown,27,1995,28,5,239,2,0,0
0,1,0,0,management,married,tertiary,unknown,unknown,36,771,28,5,357,1,0,0
0,1,0,0,admin.,married,secondary,unknown,unknown,33,393,28,5,383,1,0,0
0,1,1,0,admin.,married,tertiary,unknown,unknown,32,-421,28,5,101,2,0,0
0,1,0,0,management,married,secondary,unknown,unknown,48,99,28,5,344,1,0,0
0,0,0,0,admin.,divorced,secondary,unknown,unknown,47,-480,28,5,360,1,0,0
0,0,1,0,management,married,secondary,unknown,unknown,36,10,28,5,310,2,0,0
0,1,0,0,management,married,tertiary,unknown,unknown,29,8089,28,5,314,2,0,0
0,1,0,0,management,single,secondary,unknown,unknown,35,73,28,5,79,2,0,0
0,1,0,0,blue-collar,married,primary,unknown,unknown,48,134,28,5,315,2,0,0
0,1,0,0,admin.,married,secondary,unknown,unknown,29,5605,28,5,117,2,0,0
0,1,0,0,services,single,secondary,unknown,unknown,28,3331,28,5,229,2,0,0
0,1,0,0,self-employed,single,tertiary,unknown,unknown,27,5214,28,5,94,1,0,0
0,1,1,0,services,divorced,secondary,unknown,unknown,51,-245,28,5,612,2,0,0
0,1,0,0,technician,single,tertiary,unknown,unknown,40,-89,28,5,83,4,0,0
0,1,0,0,retired,married,primary,unknown,unknown,60,170,28,5,338,2,0,0
0,1,0,0,technician,single,secondary,unknown,unknown,28,1417,28,5,491,1,0,0
0,1,0,0,management,single,tertiary,unknown,unknown,42,4264,28,5,882,1,0,0
0,1,0,0,student,single,secondary,unknown,unknown,28,949,28,5,1730,1,0,1
0,1,1,0,admin.,single,secondary,unknown,unknown,27,242,28,5,83,1,0,0
0,1,0,0,admin.,single,primary,unknown,unknown,33,-258,28,5,193,2,0,0
0,1,0,0,entrepreneur,married,tertiary,unknown,unknown,34,105,28,5,249,2,0,0
0,1,0,0,blue-collar,married,primary,unknown,unknown,29,1280,28,5,629,2,0,0
0,1,0,0,blue-collar,married,secondary,unknown,unknown,34,504,28,5,260,2,0,0
0,1,0,0,management,single,tertiary,unknown,unknown,31,-160,28,5,202,2,0,0
0,1,0,0,admin.,single,secondary,unknown,unknown,31,1306,28,5,217,5,0,0
0,1,0,0,blue-collar,single,secondary,unknown,unknown,36,3254,28,5,300,3,0,0
0,1,0,0,blue-collar,single,secondary,unknown,unknown,26,419,28,5,94,3,0,0
0,1,1,0,blue-collar,married,secondary,unknown,unknown,34,-58,28,5,157,2,0,0
0,1,0,0,entrepreneur,married,secondary,unknown,unknown,30,2926,28,5,238,8,0,0
0,0,0,0,management,single,tertiary,unknown,unknown,33,-61,28,5,50,2,0,0
0,0,0,0,admin.,divorced,secondary,unknown,unknown,39,22,28,5,121,3,0,0
0,1,1,0,services,married,secondary,unknown,unknown,45,-36,28,5,389,4,0,0
0,0,0,0,management,single,unknown,unknown,unknown,35,137,28,5,667,3,0,0
0,1,0,0,blue-collar,divorced,secondary,unknown,unknown,25,2428,28,5,376,4,0,0
0,0,0,0,admin.,married,secondary,unknown,unknown,57,100,28,5,23,16,0,0
0,1,0,0,retired,married,secondary,unknown,unknown,54,24,28,5,404,1,0,0
0,1,0,0,student,single,tertiary,unknown,unknown,30,2030,28,5,27,2,0,0
0,1,0,0,student,single,tertiary,unknown,unknown,26,0,28,5,124,1,0,0
0,1,0,0,technician,single,secondary,unknown,unknown,33,-409,28,5,96,1,0,0
0,1,0,0,technician,single,secondary,unknown,unknown,26,855,28,5,87,2,0,0
0,1,0,0,admin.,married,secondary,unknown,unknown,53,614,28,5,126,2,0,0
0,1,0,0,admin.,single,secondary,unknown,unknown,35,3,28,5,330,5,0,0
0,1,0,0,technician,single,secondary,unknown,unknown,27,648,28,5,198,3,0,0
0,1,0,0,self-employed,single,tertiary,unknown,unknown,35,935,28,5,259,2,0,0
0,1,0,0,services,married,secondary,unknown,unknown,39,695,28,5,429,10,0,0
0,1,0,0,admin.,single,secondary,unknown,unknown,32,73,28,5,545,1,0,0
0,1,0,0,blue-collar,married,secondary,unknown,unknown,31,1039,28,5,44,7,0,0
0,1,0,0,management,married,tertiary,unknown,unknown,34,-304,28,5,279,2,0,0
0,1,0,0,blue-collar,single,unknown,unknown,unknown,38,241,28,5,172,2,0,0
0,1,0,0,management,divorced,tertiary,unknown,unknown,39,133,28,5,136,2,0,0
0,1,0,0,admin.,married,secondary,unknown,unknown,46,1328,28,5,82,6,0,0
0,1,0,0,blue-collar,single,secondary,unknown,unknown,29,0,28,5,324,4,0,0
0,1,0,0,services,divorced,secondary,unknown,unknown,47,-288,28,5,107,7,0,0
0,1,0,0,management,married,tertiary,unknown,unknown,53,3443,28,5,48,2,0,0
0,1,1,0,management,divorced,tertiary,unknown,unknown,29,415,28,5,449,4,0,0
0,0,0,0,retired,married,secondary,unknown,unknown,58,255,28,5,362,3,0,0
0,1,0,0,technician,married,secondary,unknown,unknown,34,6,28,5,99,2,0,0
0,1,0,0,blue-collar,married,secondary,unknown,unknown,26,-284,28,5,207,3,0,0
0,1,0,0,management,single,tertiary,unknown,unknown,31,305,28,5,297,14,0,0
0,1,0,0,blue-collar,married,primary,unknown,unknown,55,81,28,5,172,1,0,0
0,1,0,0,blue-collar,married,primary,unknown,unknown,30,2607,28,5,158,10,0,0
0,1,0,0,blue-collar,married,secondary,unknown,unknown,29,201,28,5,180,2,0,0
0,1,0,0,technician,married,secondary,unknown,unknown,44,265,28,5,453,2,0,0
0,1,0,0,blue-collar,married,secondary,unknown,unknown,33,625,28,5,410,1,0,0
0,1,0,0,blue-collar,married,secondary,unknown,unknown,42,1134,28,5,424,3,0,0
0,1,0,0,unknown,married,unknown,unknown,unknown,57,327,28,5,74,2,0,0
0,1,1,0,technician,married,tertiary,unknown,unknown,38,-1350,28,5,96,4,0,0
0,1,0,0,blue-collar,single,primary,unknown,unknown,22,3198,28,5,109,2,0,0
0,1,0,0,blue-collar,single,primary,unknown,unknown,36,2176,28,5,52,2,0,0
0,1,1,0,blue-collar,married,primary,unknown,unknown,39,-310,28,5,26,5,0,0
0,1,0,0,services,married,secondary,unknown,unknown,45,692,28,5,506,2,0,0
0,1,0,0,blue-collar,married,primary,unknown,unknown,35,4366,28,5,173,3,0,0
0,1,0,0,services,single,primary,unknown,unknown,22,35,28,5,106,3,0,0
0,0,0,0,management,divorced,tertiary,unknown,unknown,56,442,28,5,77,3,0,0
0,0,0,0,management,single,tertiary,unknown,unknown,31,44,28,5,95,2,0,0
0,1,0,0,technician,divorced,secondary,unknown,unknown,51,0,28,5,463,2,0,0
0,1,0,0,services,single,tertiary,unknown,unknown,37,223,28,5,25,1,0,0
0,1,0,0,technician,single,tertiary,unknown,unknown,32,92,28,5,116,1,0,0
0,1,1,0,services,married,secondary,unknown,unknown,39,-971,28,5,104,2,0,0
0,1,0,0,technician,single,secondary,unknown,unknown,32,1307,28,5,267,2,0,0
0,1,0,0,services,married,secondary,unknown,unknown,30,179,28,5,64,1,0,0
0,1,0,0,blue-collar,married,secondary,unknown,unknown,31,1117,28,5,340,3,0,0
0,1,0,0,management,single,unknown,unknown,unknown,51,-461,28,5,33,2,0,0
0,1,0,0,services,single,tertiary,unknown,unknown,27,5883,28,5,325,2,0,0
0,1,0,0,blue-collar,married,primary,unknown,unknown,33,-342,28,5,528,2,0,0
0,1,0,0,services,single,tertiary,unknown,unknown,24,1385,28,5,1277,2,0,0
0,1,1,0,blue-collar,married,primary,unknown,unknown,52,-211,28,5,153,2,0,0
0,1,0,0,blue-collar,married,secondary,unknown,unknown,39,2612,28,5,363,4,0,0
0,1,0,0,blue-collar,single,primary,unknown,unknown,31,124,28,5,411,3,0,0
1,1,0,0,admin.,married,secondary,unknown,unknown,33,-675,28,5,245,2,0,0
0,1,0,0,management,single,tertiary,unknown,unknown,27,3104,28,5,160,2,0,0
0,1,0,0,technician,married,secondary,unknown,unknown,44,398,28,5,140,5,0,0
0,1,1,0,technician,divorced,secondary,unknown,unknown,56,77,28,5,25,2,0,0
